Molecule_ChEMBL_ID,Smiles,Standard_Value,Unit,Standardized_SMILES
CHEMBL3814988,CC(C)CO[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],690.0,nM,CC(C)COC(CO)C(O)C[S+]1CC(O)C(O)C1CO
CHEMBL4554853,O=C(NNC(=S)Nc1ccccc1Cl)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1,700.0,nM,O=C(NNC(=S)Nc1ccccc1Cl)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1
CHEMBL87169,OCC1NC(CO)[C@@H](O)C(O)C1O,700.0,nM,OCC1NC(CO)C(O)C(O)C1O
CHEMBL5175772,Cc1cc(O)c2c(c1)-c1c(-c3ccc(O)cc3)c(=O)oc3c1c-2c(O)c1cccc(O)c13,890.0,nM,Cc1cc(O)c2c(c1)c1c(-c3ccc(O)cc3)c(O)oc3c4c(=O)cccc4c(O)c2c31
CHEMBL3814838,CCO[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],960.0,nM,CCOC(CO)C(O)C[S+]1CC(O)C(O)C1CO
CHEMBL406973,OC[C@@H]1NC[C@H](O)[C@H]1O,1000.0,nM,OCC1NCC(O)C1O
CHEMBL4856375,C[C@]1(CO)NC[C@H](O)[C@@H](O)[C@@H]1O.Cl,1000.0,nM,CC1(CO)NCC(O)C(O)C1O
CHEMBL4456026,O=C(N/N=C/c1ccccc1)c1cc2ccccc2oc1=O,1100.0,nM,O=C(NN=Cc1ccccc1)c1cc2ccccc2oc1=O
CHEMBL4473968,Cc1ccccc1/C=N/NC(=O)c1cc2ccccc2oc1=O,1100.0,nM,Cc1ccccc1C=NNC(=O)c1cc2ccccc2oc1=O
CHEMBL4566850,Cc1ccc(/C=N/NC(=O)c2cc3ccccc3oc2=O)cc1,1100.0,nM,Cc1ccc(C=NNC(=O)c2cc3ccccc3oc2=O)cc1
CHEMBL4558252,O=C(N/N=C/c1ccccc1O)c1cc2ccccc2oc1=O,1100.0,nM,O=C(NN=Cc1ccccc1O)c1cc2ccccc2oc1=O
CHEMBL4475749,COc1ccc(/C=N/NC(=O)c2cc3ccccc3oc2=O)c(O)c1,1100.0,nM,COc1ccc(C=NNC(=O)c2cc3ccccc3oc2=O)c(O)c1
CHEMBL4450733,O=C(N/N=C/c1cccc(F)c1)c1cc2ccccc2oc1=O,1100.0,nM,O=C(NN=Cc1cccc(F)c1)c1cc2ccccc2oc1=O
CHEMBL4549420,O=C(N/N=C/c1ccccc1[N+](=O)[O-])c1cc2ccccc2oc1=O,1100.0,nM,O=C(NN=Cc1ccccc1[N+](=O)[O-])c1cc2ccccc2oc1=O
CHEMBL4461307,O=C(N/N=C/c1ccccc1F)c1cc2ccccc2oc1=O,1100.0,nM,O=C(NN=Cc1ccccc1F)c1cc2ccccc2oc1=O
CHEMBL4590536,Cc1cccc(/C=N/NC(=O)c2cc3ccccc3oc2=O)c1,1100.0,nM,Cc1cccc(C=NNC(=O)c2cc3ccccc3oc2=O)c1
CHEMBL4447231,O=C(N/N=C/c1ccccn1)c1cc2ccccc2oc1=O,1100.0,nM,O=C(NN=Cc1ccccn1)c1cc2ccccc2oc1=O
CHEMBL3590410,O=C(N/N=C/c1ccc([N+](=O)[O-])cc1)c1cc2ccccc2oc1=O,1100.0,nM,O=C(NN=Cc1ccc([N+](=O)[O-])cc1)c1cc2ccccc2oc1=O
CHEMBL4545537,O=C(N/N=C/c1ccc(F)cc1)c1cc2ccccc2oc1=O,1100.0,nM,O=C(NN=Cc1ccc(F)cc1)c1cc2ccccc2oc1=O
CHEMBL4474453,COc1ccc(O)c(/C=N/NC(=O)c2cc3ccccc3oc2=O)c1,1100.0,nM,COc1ccc(O)c(C=NNC(=O)c2cc3ccccc3oc2=O)c1
CHEMBL4161936,O=C(N/N=C/c1ccc(O)cc1O)c1cc2ccccc2oc1=O,1100.0,nM,O=C(NN=Cc1ccc(O)cc1O)c1cc2ccccc2oc1=O
CHEMBL4532196,O=C(N/N=C/c1cccc(O)c1O)c1cc2ccccc2oc1=O,1100.0,nM,O=C(NN=Cc1cccc(O)c1O)c1cc2ccccc2oc1=O
CHEMBL4176304,O=C(N/N=C/c1ccncc1)c1cc2ccccc2oc1=O,1100.0,nM,O=C(NN=Cc1ccncc1)c1cc2ccccc2oc1=O
CHEMBL4165370,COc1ccc(/C=N/NC(=O)c2cc3ccccc3oc2=O)cc1,1100.0,nM,COc1ccc(C=NNC(=O)c2cc3ccccc3oc2=O)cc1
CHEMBL3814264,CCCCCCCCCCCCCO[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],1100.0,nM,CCCCCCCCCCCCCOC(CO)C(O)C[S+]1CC(O)C(O)C1CO
CHEMBL4435180,O=C1Nc2cc(Cl)ccc2/C1=C/c1ccc(-c2nnc(-c3cc(O)cc(O)c3)o2)cc1,1200.0,nM,O=C1Nc2cc(Cl)ccc2C1=Cc1ccc(-c2nnc(-c3cc(O)cc(O)c3)o2)cc1
CHEMBL4786471,CCCCCCCC[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,1200.0,nM,CCCCCCCCC(O)C(OS(=O)(=O)[O-])C(O)C[S+]1CC(O)C(O)C1CO
CHEMBL476960,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,1300.0,nM,OCC(CO)NC1CC(O)(CO)C(O)C(O)C1O
CHEMBL110458,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,1500.0,nM,OCC1NCC(O)C(O)C1O
CHEMBL3814555,CCCCCO[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],1500.0,nM,CCCCCOC(CO)C(O)C[S+]1CC(O)C(O)C1CO
CHEMBL2051978,C[C@H]1C[C@H](N)[C@H](O)[C@@H](O)[C@H]1N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,1500.0,nM,CC1CC(N)C(O)C(O)C1NC1CC(O)(CO)C(O)C(O)C1O
CHEMBL4779172,CCCCCCCCCC[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,1500.0,nM,CCCCCCCCCCC(O)C(OS(=O)(=O)[O-])C(O)C[S+]1CC(O)C(O)C1CO
CHEMBL5194087,Cc1cc(O)c2c(c1)-c1c(-c3c[nH]c4ccccc34)c(=O)oc3c1c-2c(O)c1cccc(O)c13,1580.0,nM,Cc1cc(O)c2c(c1)c1c(-c3c[nH]c4ccccc34)c(O)oc3c4c(=O)cccc4c(O)c2c31
CHEMBL3349439,OC[C@@]1(O)C[C@H](N[C@H]2CCCC[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,1600.0,nM,OCC1(O)CC(NC2CCCCC2O)C(O)C(O)C1O
CHEMBL260553,CC(C)=CCc1c(O)cc2oc3cc(O)c(O)c(CC=C(C)C)c3c(=O)c2c1O,1700.0,nM,CC(C)=CCc1c(O)cc2oc3cc(O)c(O)c(C=CC(C)C)c3c(=O)c2c1O
CHEMBL4744484,CCCCCC[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,1700.0,nM,CCCCCCC(O)C(OS(=O)(=O)[O-])C(O)C[S+]1CC(O)C(O)C1CO
CHEMBL5076041,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OCCCCCCCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,1780.0,nM,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OCCCCCCCCN2CC(O)C(O)C(O)C2CO)cc1
CHEMBL4473640,Cn1cc(-c2nnc(-c3ccc(C(c4c[nH]c5ccccc45)c4c[nH]c5ccc(Cl)cc45)cc3)o2)c2ccccc21,2000.0,nM,Cn1cc(-c2nnc(-c3ccc(C(c4c[nH]c5ccccc45)c4c[nH]c5ccc(Cl)cc45)cc3)o2)c2ccccc21
CHEMBL404271,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,2000.0,nM,CC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O
CHEMBL3814747,CO[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],2000.0,nM,COC(CO)C(O)C[S+]1CC(O)C(O)C1CO
CHEMBL4757822,CCCCCCCC[C@@H](O)[C@H](O)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO.CS(=O)(=O)[O-],2000.0,nM,CCCCCCCCC(O)C(O)C(O)C[S+]1CC(O)C(O)C1CO
CHEMBL4472850,Cc1cc2nnn(CC(=O)c3ccc(Cl)c(Cl)c3)c2cc1C,2040.0,nM,Cc1cc2nnn(CC(=O)c3ccc(Cl)c(Cl)c3)c2cc1C
CHEMBL4529174,COc1ccc(NC(=O)Cn2cc(COc3cc(O)c4c(=O)c5ccc(OC)cc5oc4c3)nn2)c(OC)c1,2060.0,nM,COc1ccc(NC(=O)Cn2cc(COc3cc(O)c4c(=O)c5ccc(OC)cc5oc4c3)nn2)c(OC)c1
CHEMBL4437002,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccccc4[N+](=O)[O-])cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccccc4[N+](=O)[O-])cc23)cc1,2100.0,nM,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccccc4[N+](=O)[O-])cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccccc4[N+](=O)[O-])cc23)cc1
CHEMBL4460255,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4cccc([N+](=O)[O-])c4)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4cccc([N+](=O)[O-])c4)cc23)cc1,2100.0,nM,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4cccc([N+](=O)[O-])c4)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4cccc([N+](=O)[O-])c4)cc23)cc1
CHEMBL4439937,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc([N+](=O)[O-])cc4)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc([N+](=O)[O-])cc4)cc23)cc1,2100.0,nM,Cc1ccc(C(c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc([N+](=O)[O-])cc4)cc23)c2c[nH]c3ccc(C(=O)NNS(=O)(=O)c4ccc([N+](=O)[O-])cc4)cc23)cc1
CHEMBL1029,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,2100.0,nM,CCCCN1CC(O)C(O)C(O)C1CO
CHEMBL4451791,Cc1ccc(C(=O)N/N=C2\C(=O)Nc3ccc(Cl)cc32)cc1,2200.0,nM,Cc1ccc(C(=O)N=Nc2c(O)[nH]c3ccc(Cl)cc23)cc1
CHEMBL4540336,O=C(Cc1ccc(Cl)c(Cl)c1)N/N=C1\C(=O)Nc2cc(Br)ccc21,2200.0,nM,O=C(Cc1ccc(Cl)c(Cl)c1)N=Nc1c(O)[nH]c2cc(Br)ccc12
CHEMBL4445451,CCCN1C(=O)/C(=N\NC(=O)Cc2ccc(Cl)cc2Cl)c2ccccc21,2200.0,nM,CCCn1c(O)c(N=NC(=O)Cc2ccc(Cl)cc2Cl)c2ccccc21
CHEMBL4455386,O=C1Nc2cc(Br)ccc2/C1=N/NC(=O)c1ccccc1O,2200.0,nM,O=C(N=Nc1c(O)[nH]c2cc(Br)ccc12)c1ccccc1O
CHEMBL4465201,CCCCCCCCCCCC(=O)N/N=C1\C(=O)Nc2ccccc21,2200.0,nM,CCCCCCCCCCCC(=O)N=Nc1c(O)[nH]c2ccccc12
CHEMBL4458470,O=C(Cc1ccc(Cl)cc1Cl)N/N=C1\C(=O)Nc2cc(Br)ccc21,2200.0,nM,O=C(Cc1ccc(Cl)cc1Cl)N=Nc1c(O)[nH]c2cc(Br)ccc12
CHEMBL222396,N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,2200.0,nM,NC1CC(O)(CO)C(O)C(O)C1O
CHEMBL4449615,Cc1cc2nnn(CC(=O)c3ccc(Cl)cc3)c2cc1C,2210.0,nM,Cc1cc2nnn(CC(=O)c3ccc(Cl)cc3)c2cc1C
CHEMBL4550622,Nc1nnc(-c2ccc([N+](=O)[O-])cc2)s1,2300.0,nM,Nc1nnc(-c2ccc([N+](=O)[O-])cc2)s1
CHEMBL4476335,O=C(N/N=C/c1ccccc1O)c1cc2ccccc2[nH]1,2300.0,nM,O=C(NN=Cc1ccccc1O)c1cc2ccccc2[nH]1
CHEMBL4515560,O=C(N/N=C/c1ccc(Cl)cc1)c1cc2ccccc2[nH]1,2300.0,nM,O=C(NN=Cc1ccc(Cl)cc1)c1cc2ccccc2[nH]1
CHEMBL3186069,COc1cc(/C=N/NC(=O)c2cc3ccccc3[nH]2)ccc1O,2300.0,nM,COc1cc(C=NNC(=O)c2cc3ccccc3[nH]2)ccc1O
CHEMBL4471582,Nc1nnc(-c2cc3ccccc3cc2O)s1,2300.0,nM,Nc1nnc(-c2cc3ccccc3cc2O)s1
CHEMBL1534367,Nc1nnc(-c2ccc(Cl)cc2Cl)s1,2300.0,nM,Nc1nnc(-c2ccc(Cl)cc2Cl)s1
CHEMBL4471826,Nc1nnc(-c2ccc(O)cc2)s1,2300.0,nM,Nc1nnc(-c2ccc(O)cc2)s1
CHEMBL4438611,COc1ccc(O)c(/C=N/NC(=O)c2cc3ccccc3[nH]2)c1,2300.0,nM,COc1ccc(O)c(C=NNC(=O)c2cc3ccccc3[nH]2)c1
CHEMBL4437179,O=C(N/N=C/c1ccc(Br)c(F)c1)c1cc2ccccc2[nH]1,2300.0,nM,O=C(NN=Cc1ccc(Br)c(F)c1)c1cc2ccccc2[nH]1
CHEMBL4468056,Nc1nnc(-c2ccc(OCc3ccccc3)cc2)s1,2300.0,nM,Nc1nnc(-c2ccc(OCc3ccccc3)cc2)s1
CHEMBL4442881,Nc1nnc(-c2ccc(Cl)c(OCc3ccccc3)c2)s1,2300.0,nM,Nc1nnc(-c2ccc(Cl)c(OCc3ccccc3)c2)s1
CHEMBL4554612,O=[N+]([O-])c1cccc(-c2nnc(/N=C/c3ccc(Cl)cc3Cl)s2)c1,2300.0,nM,O=[N+]([O-])c1cccc(-c2nnc(N=Cc3ccc(Cl)cc3Cl)s2)c1
CHEMBL4442533,O=C(N/N=C/c1cc(O)cc(O)c1)c1cc2ccccc2[nH]1,2300.0,nM,O=C(NN=Cc1cc(O)cc(O)c1)c1cc2ccccc2[nH]1
CHEMBL4516653,CCOC(=O)C1=C(Nc2cccc(F)c2)C[C@@H](c2ccc(Cl)cc2)N(c2cccc(F)c2)[C@@H]1c1ccc(Cl)cc1,2300.0,nM,CCOC(=O)C1C(=Nc2cccc(F)c2)CC(c2ccc(Cl)cc2)N(c2cccc(F)c2)C1c1ccc(Cl)cc1
CHEMBL4466501,Nc1nnc(-c2c3ccccc3cc3ccccc23)s1,2300.0,nM,Nc1nnc(-c2c3ccccc3cc3ccccc23)s1
CHEMBL4435535,O=[N+]([O-])c1ccc(/C=N/c2nnc(-c3ccc(Cl)cc3)s2)cc1,2300.0,nM,O=[N+]([O-])c1ccc(C=Nc2nnc(-c3ccc(Cl)cc3)s2)cc1
CHEMBL4471901,O=[N+]([O-])c1ccccc1/C=N/c1nnc(-c2ccc(Cl)cc2)s1,2300.0,nM,O=[N+]([O-])c1ccccc1C=Nc1nnc(-c2ccc(Cl)cc2)s1
CHEMBL4461186,Clc1ccc(-c2nnc(/N=C/c3ccc(OCc4ccccc4)cc3)s2)cc1,2300.0,nM,Clc1ccc(-c2nnc(N=Cc3ccc(OCc4ccccc4)cc3)s2)cc1
CHEMBL4469544,COc1ccc(Br)cc1/C=N/c1nnc(-c2ccc(Cl)cc2)s1,2300.0,nM,COc1ccc(Br)cc1C=Nc1nnc(-c2ccc(Cl)cc2)s1
CHEMBL4564900,Oc1ccc(/C=N/c2nnc(-c3ccc(Cl)cc3)s2)cc1,2300.0,nM,Oc1ccc(C=Nc2nnc(-c3ccc(Cl)cc3)s2)cc1
CHEMBL4532383,CCOC(=O)C1=C(Nc2cccc(Cl)c2)C[C@@H](c2ccc(Cl)cc2)N(c2cccc(Cl)c2)[C@@H]1c1ccc(Cl)cc1,2300.0,nM,CCOC(=O)C1C(=Nc2cccc(Cl)c2)CC(c2ccc(Cl)cc2)N(c2cccc(Cl)c2)C1c1ccc(Cl)cc1
CHEMBL4466754,Nc1nnc(-c2ccccc2[N+](=O)[O-])s1,2300.0,nM,Nc1nnc(-c2ccccc2[N+](=O)[O-])s1
CHEMBL4559817,O=C(N/N=C/c1c(O)cc(O)cc1O)c1cc2ccccc2[nH]1,2300.0,nM,O=C(NN=Cc1c(O)cc(O)cc1O)c1cc2ccccc2[nH]1
CHEMBL4532290,CN(C)c1ccc(-c2nnc(N)s2)cc1,2300.0,nM,CN(C)c1ccc(-c2nnc(N)s2)cc1
CHEMBL4466503,O=C(N/N=C/c1cc(O)c(O)c(O)c1)c1cc2ccccc2[nH]1,2300.0,nM,O=C(NN=Cc1cc(O)c(O)c(O)c1)c1cc2ccccc2[nH]1
CHEMBL1299882,Nc1nnc(-c2cccc([N+](=O)[O-])c2)s1,2300.0,nM,Nc1nnc(-c2cccc([N+](=O)[O-])c2)s1
CHEMBL4442388,COc1ccc(Br)cc1/C=N/c1nnc(-c2cccc([N+](=O)[O-])c2)s1,2300.0,nM,COc1ccc(Br)cc1C=Nc1nnc(-c2cccc([N+](=O)[O-])c2)s1
CHEMBL4568178,CCOC(=O)C1=C(Nc2cccc(Br)c2)C[C@@H](c2ccc(Cl)cc2)N(c2cccc(Br)c2)[C@@H]1c1ccc(Cl)cc1,2300.0,nM,CCOC(=O)C1C(=Nc2cccc(Br)c2)CC(c2ccc(Cl)cc2)N(c2cccc(Br)c2)C1c1ccc(Cl)cc1
CHEMBL4593969,COc1cc(-c2nnc(/N=C/c3ccc(O)cc3)s2)ccc1OCc1ccccc1,2300.0,nM,COc1cc(-c2nnc(N=Cc3ccc(O)cc3)s2)ccc1OCc1ccccc1
CHEMBL4444070,COc1ccc(Br)cc1-c1nnc(N)s1,2300.0,nM,COc1ccc(Br)cc1-c1nnc(N)s1
CHEMBL4533603,COc1ccc(/C=N/NC(=O)c2cc3ccccc3[nH]2)c(I)c1O,2300.0,nM,COc1ccc(C=NNC(=O)c2cc3ccccc3[nH]2)c(I)c1O
CHEMBL4461594,CCOC(=O)C1=C(Nc2cccc([N+](=O)[O-])c2)C[C@@H](c2ccc(C)cc2)N(c2cccc([N+](=O)[O-])c2)[C@@H]1c1ccc(C)cc1,2300.0,nM,CCOC(=O)C1C(=Nc2cccc([N+](=O)[O-])c2)CC(c2ccc(C)cc2)N(c2cccc([N+](=O)[O-])c2)C1c1ccc(C)cc1
CHEMBL4471072,O=C(N/N=C/c1cc(O)ccc1O)c1cc2ccccc2[nH]1,2300.0,nM,O=C(NN=Cc1cc(O)ccc1O)c1cc2ccccc2[nH]1
CHEMBL4525854,O=C(N/N=C/c1ccc(O)c(O)c1)c1cc2ccccc2[nH]1,2300.0,nM,O=C(NN=Cc1ccc(O)c(O)c1)c1cc2ccccc2[nH]1
CHEMBL4533183,COc1ccc(/C=N/NC(=O)c2cc3ccccc3[nH]2)cc1O,2300.0,nM,COc1ccc(C=NNC(=O)c2cc3ccccc3[nH]2)cc1O
CHEMBL1383520,Nc1nnc(-c2ccc(Cl)cc2)s1,2300.0,nM,Nc1nnc(-c2ccc(Cl)cc2)s1
CHEMBL4469380,COc1cccc(-c2nnc(N)s2)c1OC,2300.0,nM,COc1cccc(-c2nnc(N)s2)c1OC
CHEMBL4593066,O=C(N/N=C/c1cccc(O)c1O)c1cc2ccccc2[nH]1,2300.0,nM,O=C(NN=Cc1cccc(O)c1O)c1cc2ccccc2[nH]1
CHEMBL4217244,O=C(N/N=C/c1ccc(O)cc1)c1cc2ccccc2[nH]1,2300.0,nM,O=C(NN=Cc1ccc(O)cc1)c1cc2ccccc2[nH]1
CHEMBL4438638,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccccc2F)c2ccccc21,2500.0,nM,O=C(COc1ccc2ccc(=O)oc2c1)N=Nc1c(O)n(Cc2ccccc2F)c2ccccc12
CHEMBL4518046,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccc(Br)cc2)c2ccccc21,2500.0,nM,O=C(COc1ccc2ccc(=O)oc2c1)N=Nc1c(O)n(Cc2ccc(Br)cc2)c2ccccc12
CHEMBL4581970,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccccc2)c2ccc(Br)cc21,2500.0,nM,O=C(COc1ccc2ccc(=O)oc2c1)N=Nc1c(O)n(Cc2ccccc2)c2ccc(Br)cc12
CHEMBL4435626,Cc1cc(C)c2c(c1)/C(=N/NC(=O)COc1ccc3ccc(=O)oc3c1)C(=O)N2,2500.0,nM,Cc1cc(C)c2[nH]c(O)c(N=NC(=O)COc3ccc4ccc(=O)oc4c3)c2c1
CHEMBL4471443,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)Nc2ccc([N+](=O)[O-])cc21,2500.0,nM,O=C(COc1ccc2ccc(=O)oc2c1)N=Nc1c(O)[nH]c2ccc([N+](=O)[O-])cc12
CHEMBL4475058,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2cccc(F)c2)c2ccccc21,2500.0,nM,O=C(COc1ccc2ccc(=O)oc2c1)N=Nc1c(O)n(Cc2cccc(F)c2)c2ccccc12
CHEMBL4587269,Cc1ccc2c(c1)/C(=N/NC(=O)COc1ccc3ccc(=O)oc3c1)C(=O)N2Cc1ccccc1F,2500.0,nM,Cc1ccc2c(c1)c(N=NC(=O)COc1ccc3ccc(=O)oc3c1)c(O)n2Cc1ccccc1F
CHEMBL4463121,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)Nc2ccc(F)cc21,2500.0,nM,O=C(COc1ccc2ccc(=O)oc2c1)N=Nc1c(O)[nH]c2ccc(F)cc12
CHEMBL4561189,CN1C(=O)/C(=N\NC(=O)COc2ccc3ccc(=O)oc3c2)c2ccccc21,2500.0,nM,Cn1c(O)c(N=NC(=O)COc2ccc3ccc(=O)oc3c2)c2ccccc21
CHEMBL4516073,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccccc2F)c2ccc(Cl)cc21,2500.0,nM,O=C(COc1ccc2ccc(=O)oc2c1)N=Nc1c(O)n(Cc2ccccc2F)c2ccc(Cl)cc12
CHEMBL4526446,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)Nc2ccccc21,2500.0,nM,O=C(COc1ccc2ccc(=O)oc2c1)N=Nc1c(O)[nH]c2ccccc12
CHEMBL4532650,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)Nc2ccc(Cl)cc21,2500.0,nM,O=C(COc1ccc2ccc(=O)oc2c1)N=Nc1c(O)[nH]c2ccc(Cl)cc12
CHEMBL4537391,Cc1ccc2c(c1)/C(=N/NC(=O)COc1ccc3ccc(=O)oc3c1)C(=O)N2Cc1cccc(F)c1,2500.0,nM,Cc1ccc2c(c1)c(N=NC(=O)COc1ccc3ccc(=O)oc3c1)c(O)n2Cc1cccc(F)c1
CHEMBL4583142,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccccc2Cl)c2ccc(Br)cc21,2500.0,nM,O=C(COc1ccc2ccc(=O)oc2c1)N=Nc1c(O)n(Cc2ccccc2Cl)c2ccc(Br)cc12
CHEMBL4553582,Cc1ccc2c(c1)/C(=N/NC(=O)COc1ccc3ccc(=O)oc3c1)C(=O)N2,2500.0,nM,Cc1ccc2[nH]c(O)c(N=NC(=O)COc3ccc4ccc(=O)oc4c3)c2c1
CHEMBL4237960,Nc1ccn(C2OC(CO)[C@@H](O)[C@H]2O)c(=O)n1,2500.0,nM,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1
CHEMBL4568489,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccccc2)c2ccccc21,2500.0,nM,O=C(COc1ccc2ccc(=O)oc2c1)N=Nc1c(O)n(Cc2ccccc2)c2ccccc12
CHEMBL4452470,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccc(Br)cc2)c2ccc(Br)cc21,2500.0,nM,O=C(COc1ccc2ccc(=O)oc2c1)N=Nc1c(O)n(Cc2ccc(Br)cc2)c2ccc(Br)cc12
CHEMBL4578640,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)Nc2ccc(Br)cc21,2500.0,nM,O=C(COc1ccc2ccc(=O)oc2c1)N=Nc1c(O)[nH]c2ccc(Br)cc12
CHEMBL4441977,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2ccccc2Cl)c2ccccc21,2500.0,nM,O=C(COc1ccc2ccc(=O)oc2c1)N=Nc1c(O)n(Cc2ccccc2Cl)c2ccccc12
CHEMBL4545087,O=C(COc1ccc2ccc(=O)oc2c1)N/N=C1\C(=O)N(Cc2cccc(F)c2)c2ccc(Cl)cc21,2500.0,nM,O=C(COc1ccc2ccc(=O)oc2c1)N=Nc1c(O)n(Cc2cccc(F)c2)c2ccc(Cl)cc12
CHEMBL203543,O=C(Cn1nnc2ccccc21)c1ccc(Cl)cc1,2500.0,nM,O=C(Cn1nnc2ccccc21)c1ccc(Cl)cc1
CHEMBL4566389,COc1ccc(C(=O)Cn2nnc3cc(C)c(C)cc32)cc1,2600.0,nM,COc1ccc(C(=O)Cn2nnc3cc(C)c(C)cc32)cc1
CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,2610.0,nM,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
CHEMBL3751947,OC[C@@H]1NC[C@@H](O)[C@@H]1O,2700.0,nM,OCC1NCC(O)C1O
CHEMBL4435225,COc1ccc(NC(=O)Cn2cc(COc3cc(O)c4c(=O)c5ccc(Br)cc5oc4c3)nn2)c(OC)c1,2780.0,nM,COc1ccc(NC(=O)Cn2cc(COc3cc(O)c4c(=O)c5ccc(Br)cc5oc4c3)nn2)c(OC)c1
CHEMBL4585914,O=C(Cn1nnc2ccccc21)c1cccc(Br)c1,2790.0,nM,O=C(Cn1nnc2ccccc21)c1cccc(Br)c1
CHEMBL1450675,O=C(Cn1nnc2ccccc21)c1ccc(Br)cc1,2790.0,nM,O=C(Cn1nnc2ccccc21)c1ccc(Br)cc1
CHEMBL4441899,O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)Nc1nc(-c2ccccc2)cs1,2800.0,nM,O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)Nc1nc(-c2ccccc2)cs1
